id,name,lon,lat,depth,time
44098,Jeffreys Ledge,-70.17,42.81,0,2022-06-23T18:42:08Z
44005,Cashes Ledge,-69.22,43.17,0,2022-04-15T10:43:10Z
44037,Jordan Basin,-67.87,43.5,0,2022-06-13T10:32:12Z
44011,Georges Bank,-66.59,41.09,0,2022-06-13T03:23:45Z
44008,Nantucket SE,-69.24,40.5,0,2022-06-07T23:45:56Z
